period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2024-06,PA,Pennsylvania,TRA,transportation,5,number of customers
2024-06,PA,Pennsylvania,RES,residential,5529435,number of customers
2024-06,PA,Pennsylvania,OTH,other,,number of customers
2024-06,PA,Pennsylvania,IND,industrial,11621,number of customers
2024-06,PA,Pennsylvania,COM,commercial,738562,number of customers
2024-06,PA,Pennsylvania,ALL,all sectors,6279623,number of customers
2024-06,OR,Oregon,TRA,transportation,2,number of customers
2024-06,OR,Oregon,RES,residential,1873135,number of customers
2024-06,OR,Oregon,OTH,other,,number of customers
2024-06,OR,Oregon,IND,industrial,25685,number of customers
2024-06,OR,Oregon,COM,commercial,251718,number of customers
2024-06,OR,Oregon,ALL,all sectors,2150540,number of customers
2024-06,OK,Oklahoma,TRA,transportation,0,number of customers
2024-06,OK,Oklahoma,RES,residential,1893058,number of customers
2024-06,OK,Oklahoma,OTH,other,,number of customers
2024-06,OK,Oklahoma,IND,industrial,18626,number of customers
2024-06,NE,Nebraska,IND,industrial,65813,number of customers
2024-06,NE,Nebraska,COM,commercial,163864,number of customers
2024-06,NE,Nebraska,ALL,all sectors,1140966,number of customers
2024-06,MT,Montana,TRA,transportation,0,number of customers
2024-06,MT,Montana,RES,residential,558357,number of customers
2024-06,MT,Montana,OTH,other,,number of customers
2024-06,MT,Montana,IND,industrial,13500,number of customers
2024-06,MT,Montana,COM,commercial,117923,number of customers
2024-06,MT,Montana,ALL,all sectors,689780,number of customers
2024-06,MO,Missouri,TRA,transportation,2,number of customers
2024-06,MO,Missouri,RES,residential,2888679,number of customers
2024-06,MO,Missouri,OTH,other,,number of customers
2024-06,MO,Missouri,IND,industrial,9201,number of customers
2024-06,MO,Missouri,COM,commercial,385470,number of customers
2024-06,MO,Missouri,ALL,all sectors,3283352,number of customers
2024-06,MS,Mississippi,TRA,transportation,0,number of customers
2024-06,MS,Mississippi,RES,residential,1373899,number of customers
2024-06,MS,Mississippi,OTH,other,,number of customers
2024-06,MS,Mississippi,IND,industrial,11320,number of customers
2024-06,MS,Mississippi,COM,commercial,244584,number of customers
2024-06,MS,Mississippi,ALL,all sectors,1629803,number of customers
2024-06,MN,Minnesota,TRA,transportation,1,number of customers
2024-06,MN,Minnesota,RES,residential,2598675,number of customers
2024-06,MN,Minnesota,OTH,other,,number of customers
2024-06,MN,Minnesota,IND,industrial,9463,number of customers
2024-06,MN,Minnesota,COM,commercial,308029,number of customers
2024-06,MN,Minnesota,ALL,all sectors,2916168,number of customers
2024-06,MI,Michigan,TRA,transportation,2,number of customers
2024-06,MI,Michigan,RES,residential,4530758,number of customers
2024-06,MI,Michigan,OTH,other,,number of customers
2024-06,MI,Michigan,IND,industrial,5632,number of customers
2024-06,MI,Michigan,COM,commercial,564391,number of customers
2024-06,MI,Michigan,ALL,all sectors,5100783,number of customers
2024-06,MA,Massachusetts,TRA,transportation,2,number of customers
2024-06,MA,Massachusetts,RES,residential,2834310,number of customers
2024-06,MA,Massachusetts,OTH,other,,number of customers
2024-06,MA,Massachusetts,IND,industrial,9850,number of customers
2024-06,MA,Massachusetts,COM,commercial,435471,number of customers
2024-06,MA,Massachusetts,ALL,all sectors,3279633,number of customers
2024-06,MD,Maryland,TRA,transportation,5,number of customers
2024-06,MD,Maryland,RES,residential,2446166,number of customers
2024-06,MD,Maryland,OTH,other,,number of customers
2024-06,MD,Maryland,IND,industrial,9072,number of customers
2024-06,MD,Maryland,COM,commercial,261974,number of customers
2024-06,MD,Maryland,ALL,all sectors,2717217,number of customers
2024-06,ME,Maine,TRA,transportation,0,number of customers
2024-06,ME,Maine,RES,residential,726774,number of customers
2024-06,ME,Maine,OTH,other,,number of customers
2024-06,ME,Maine,IND,industrial,1949,number of customers
2024-06,ME,Maine,COM,commercial,108957,number of customers
2024-06,ME,Maine,ALL,all sectors,837680,number of customers
2024-06,LA,Louisiana,TRA,transportation,1,number of customers
2024-06,LA,Louisiana,RES,residential,2181011,number of customers
2024-06,LA,Louisiana,OTH,other,,number of customers
2024-06,LA,Louisiana,IND,industrial,18326,number of customers
2024-06,LA,Louisiana,COM,commercial,301688,number of customers
2024-06,LA,Louisiana,ALL,all sectors,2501026,number of customers
2024-06,KY,Kentucky,TRA,transportation,0,number of customers
2024-06,KY,Kentucky,RES,residential,2039792,number of customers
2024-06,KY,Kentucky,OTH,other,,number of customers
2024-06,KY,Kentucky,IND,industrial,5346,number of customers
2024-06,KY,Kentucky,COM,commercial,326223,number of customers
2024-06,KY,Kentucky,ALL,all sectors,2371361,number of customers
2024-06,KS,Kansas,TRA,transportation,0,number of customers
2024-06,KS,Kansas,RES,residential,1342403,number of customers
2024-06,KS,Kansas,OTH,other,,number of customers
2024-06,KS,Kansas,IND,industrial,24651,number of customers
2024-06,KS,Kansas,COM,commercial,249218,number of customers
2024-06,KS,Kansas,ALL,all sectors,1616272,number of customers
2024-06,IA,Iowa,TRA,transportation,0,number of customers
2024-06,IA,Iowa,RES,residential,1464335,number of customers
2024-06,IA,Iowa,OTH,other,,number of customers
2024-06,IA,Iowa,IND,industrial,8575,number of customers
2024-06,IA,Iowa,COM,commercial,251027,number of customers
2024-06,IA,Iowa,ALL,all sectors,1723937,number of customers
2024-06,IN,Indiana,TRA,transportation,1,number of customers
2024-06,IN,Indiana,RES,residential,3043971,number of customers
2024-06,IN,Indiana,OTH,other,,number of customers
2024-06,IN,Indiana,IND,industrial,18925,number of customers
2024-06,IN,Indiana,COM,commercial,382542,number of customers
2024-06,IN,Indiana,ALL,all sectors,3445439,number of customers
2024-06,IL,Illinois,TRA,transportation,3,number of customers
2024-06,IL,Illinois,RES,residential,5386116,number of customers
2024-06,IL,Illinois,OTH,other,,number of customers
2024-06,IL,Illinois,IND,industrial,5465,number of customers
2024-06,IL,Illinois,COM,commercial,634146,number of customers
2024-06,IL,Illinois,ALL,all sectors,6025730,number of customers
2024-06,ID,Idaho,TRA,transportation,0,number of customers
2024-06,ID,Idaho,RES,residential,861429,number of customers
2024-06,ID,Idaho,OTH,other,,number of customers
2024-06,ID,Idaho,IND,industrial,29781,number of customers
2024-06,ID,Idaho,COM,commercial,123291,number of customers
2024-06,ID,Idaho,ALL,all sectors,1014501,number of customers
2024-06,HI,Hawaii,TRA,transportation,0,number of customers
2024-06,HI,Hawaii,RES,residential,445403,number of customers
2024-06,HI,Hawaii,OTH,other,,number of customers
2024-06,HI,Hawaii,IND,industrial,814,number of customers
2024-06,HI,Hawaii,COM,commercial,59630,number of customers
2024-06,HI,Hawaii,ALL,all sectors,505847,number of customers
2024-06,GA,Georgia,TRA,transportation,1,number of customers
2024-06,GA,Georgia,RES,residential,4817224,number of customers
2024-06,GA,Georgia,OTH,other,,number of customers
2024-06,GA,Georgia,IND,industrial,24457,number of customers
2024-06,GA,Georgia,COM,commercial,615462,number of customers
2024-06,GA,Georgia,ALL,all sectors,5457144,number of customers
2024-06,FL,Florida,TRA,transportation,2,number of customers
2024-06,FL,Florida,RES,residential,10386072,number of customers
2024-06,FL,Florida,OTH,other,,number of customers
2024-06,FL,Florida,IND,industrial,27230,number of customers
2024-06,FL,Florida,COM,commercial,1295049,number of customers
2024-06,FL,Florida,ALL,all sectors,11708353,number of customers
2024-06,DC,District of Columbia,TRA,transportation,3,number of customers
2024-06,DC,District of Columbia,RES,residential,317950,number of customers
2024-06,US,U.S. Total,TRA,transportation,83,number of customers
2024-06,US,U.S. Total,RES,residential,142329942,number of customers
2024-06,US,U.S. Total,OTH,other,,number of customers
2024-06,US,U.S. Total,IND,industrial,1113125,number of customers
2024-06,US,U.S. Total,COM,commercial,19424317,number of customers
2024-06,US,U.S. Total,ALL,all sectors,162867467,number of customers
2024-06,PACN,Pacific Noncontiguous,TRA,transportation,0,number of customers
2024-06,PACN,Pacific Noncontiguous,RES,residential,745199,number of customers
2024-06,PACN,Pacific Noncontiguous,OTH,other,,number of customers
2024-06,PACN,Pacific Noncontiguous,IND,industrial,2027,number of customers
2024-06,PACN,Pacific Noncontiguous,COM,commercial,117281,number of customers
2024-06,PACN,Pacific Noncontiguous,ALL,all sectors,864507,number of customers
2024-06,PACC,Pacific Contiguous,TRA,transportation,20,number of customers
2024-06,PACC,Pacific Contiguous,RES,residential,19113880,number of customers
2024-06,PACC,Pacific Contiguous,OTH,other,,number of customers
2024-06,PACC,Pacific Contiguous,IND,industrial,193121,number of customers
2024-06,PACC,Pacific Contiguous,COM,commercial,2397730,number of customers
2024-06,PACC,Pacific Contiguous,ALL,all sectors,21704751,number of customers
2024-06,MTN,Mountain,TRA,transportation,5,number of customers
2024-06,MTN,Mountain,RES,residential,10741981,number of customers
2024-06,MTN,Mountain,OTH,other,,number of customers
2024-06,MTN,Mountain,IND,industrial,102922,number of customers
2024-06,MTN,Mountain,COM,commercial,1509236,number of customers
2024-06,MTN,Mountain,ALL,all sectors,12354144,number of customers
2024-06,WSC,West South Central,TRA,transportation,6,number of customers
2024-06,WSC,West South Central,RES,residential,17957776,number of customers
2024-06,WSC,West South Central,OTH,other,,number of customers
2024-06,WSC,West South Central,IND,industrial,452530,number of customers
2024-06,WSC,West South Central,COM,commercial,2424400,number of customers
2024-06,WSC,West South Central,ALL,all sectors,20834712,number of customers
2024-06,ESC,East South Central,TRA,transportation,0,number of customers
2024-06,ESC,East South Central,RES,residential,8909117,number of customers
2024-06,ESC,East South Central,OTH,other,,number of customers
2024-06,ESC,East South Central,IND,industrial,24890,number of customers
2024-06,ESC,East South Central,COM,commercial,1481743,number of customers
2024-06,ESC,East South Central,ALL,all sectors,10415750,number of customers
2024-06,SAT,South Atlantic,TRA,transportation,13,number of customers
2024-06,SAT,South Atlantic,RES,residential,30690791,number of customers
2024-06,SAT,South Atlantic,OTH,other,,number of customers
2024-06,SAT,South Atlantic,IND,industrial,89205,number of customers
2024-06,SAT,South Atlantic,COM,commercial,4029363,number of customers
2024-06,SAT,South Atlantic,ALL,all sectors,34809372,number of customers
2024-06,WNC,West North Central,TRA,transportation,3,number of customers
2024-06,WNC,West North Central,RES,residential,10038786,number of customers
2024-06,WNC,West North Central,OTH,other,,number of customers
2024-06,WNC,West North Central,IND,industrial,131535,number of customers
2024-06,WNC,West North Central,COM,commercial,1513821,number of customers
2024-06,WNC,West North Central,ALL,all sectors,11684145,number of customers
2024-06,ENC,East North Central,TRA,transportation,10,number of customers
2024-06,ENC,East North Central,RES,residential,20920451,number of customers
2024-06,ENC,East North Central,OTH,other,,number of customers
2024-06,ENC,East North Central,IND,industrial,53959,number of customers
2024-06,ENC,East North Central,COM,commercial,2578596,number of customers
2024-06,ENC,East North Central,ALL,all sectors,23553016,number of customers
2024-06,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2024-06,MAT,Middle Atlantic,RES,residential,16676681,number of customers
2024-06,MAT,Middle Atlantic,OTH,other,,number of customers
2024-06,MAT,Middle Atlantic,IND,industrial,39323,number of customers
2024-06,MAT,Middle Atlantic,COM,commercial,2437553,number of customers
2024-06,MAT,Middle Atlantic,ALL,all sectors,19153577,number of customers
2024-06,NEW,New England,TRA,transportation,6,number of customers
2024-06,NEW,New England,RES,residential,6535280,number of customers
2024-06,NEW,New England,OTH,other,,number of customers
2024-06,NEW,New England,IND,industrial,23613,number of customers
2024-06,NEW,New England,COM,commercial,934594,number of customers
2024-06,NEW,New England,ALL,all sectors,7493493,number of customers
2024-06,WY,Wyoming,TRA,transportation,0,number of customers
2024-06,WY,Wyoming,RES,residential,286851,number of customers
2024-06,WY,Wyoming,OTH,other,,number of customers
2024-06,WY,Wyoming,IND,industrial,11983,number of customers
2024-06,WY,Wyoming,COM,commercial,59394,number of customers
2024-06,WY,Wyoming,ALL,all sectors,358228,number of customers
2024-06,WI,Wisconsin,TRA,transportation,2,number of customers
2024-06,WI,Wisconsin,RES,residential,2847195,number of customers
2024-06,WI,Wisconsin,OTH,other,,number of customers
2024-06,WI,Wisconsin,IND,industrial,5628,number of customers
2024-06,WI,Wisconsin,COM,commercial,369890,number of customers
2024-06,WI,Wisconsin,ALL,all sectors,3222715,number of customers
2024-06,WV,West Virginia,TRA,transportation,0,number of customers
2024-06,WV,West Virginia,RES,residential,864734,number of customers
2024-06,WV,West Virginia,OTH,other,,number of customers
2024-06,WV,West Virginia,IND,industrial,10953,number of customers
2024-06,DC,District of Columbia,OTH,other,,number of customers
2024-06,DC,District of Columbia,IND,industrial,1,number of customers
2024-06,DC,District of Columbia,COM,commercial,27505,number of customers
2024-06,DC,District of Columbia,ALL,all sectors,345459,number of customers
2024-06,DE,Delaware,TRA,transportation,0,number of customers
2024-06,DE,Delaware,RES,residential,469448,number of customers
2024-06,DE,Delaware,OTH,other,,number of customers
2024-06,DE,Delaware,IND,industrial,743,number of customers
2024-06,DE,Delaware,COM,commercial,60377,number of customers
2024-06,DE,Delaware,ALL,all sectors,530568,number of customers
2024-06,CT,Connecticut,TRA,transportation,3,number of customers
2024-06,CT,Connecticut,RES,residential,1550524,number of customers
2024-06,CT,Connecticut,OTH,other,,number of customers
2024-06,CT,Connecticut,IND,industrial,3854,number of customers
2024-06,CT,Connecticut,COM,commercial,157451,number of customers
2024-06,CT,Connecticut,ALL,all sectors,1711832,number of customers
2024-06,CO,Colorado,TRA,transportation,1,number of customers
2024-06,CO,Colorado,RES,residential,2491549,number of customers
2024-06,CO,Colorado,OTH,other,,number of customers
2024-06,CO,Colorado,IND,industrial,14883,number of customers
2024-06,CO,Colorado,COM,commercial,398415,number of customers
2024-06,CO,Colorado,ALL,all sectors,2904848,number of customers
2024-06,CA,California,TRA,transportation,13,number of customers
2024-06,CA,California,RES,residential,13899993,number of customers
2024-06,CA,California,OTH,other,,number of customers
